fileName,FPDT-TCP-L4M4,FPDT-TCP-L5M4,FPDT-TCP-L6M4,FPDT-TCP-L7M4,FPDT-TCP-L8M4
TTL_1_2,0.009242158,0.009242158,0.014787454,0.014787454,0.016635885
TTL_1_3,0.025531953,0.025531953,0.025531953,0.031914942,0.034042604
TTL_1_4,0.034042604,0.034042604,0.034042604,0.034042604,0.034042604
TTL_2_3,0.002141334,0.002141334,0.002141334,0.002141334,0.002141334
TTL_2_4,0.005353337,0.005353337,0.005353337,0.005353337,0.0053533367
TTL_3_4,0.008503414,0.008503414,0.008503414,0.008503415,0.011904782
