fileName,FPDT-TCP-QS,FPDT-TCP
TTL_1_2,0.048762262,0.046328295
TTL_1_3,0.008026366,0.008026366
TTL_1_4,0.070168458,0.066153455
TTL_2_3,0.06657547,0.063646925
TTL_2_4,0.0037334615,0.0037334617
TTL_3_4,0.072300767,0.06729151
