fileName,FPDT-TCP-QS,FPDT-TCP
TTL_1_2,0.014787452,0.014787454
TTL_1_3,0.031914942,0.031914942
TTL_1_4,0.038297925,0.034042604
TTL_2_3,0.0021413341,0.002141334
TTL_2_4,0.0053533358,0.005353337
TTL_3_4,0.008503413,0.008503415
