fileName,FPDT-TCP-L4M4,FPDT-TCP-L5M4,FPDT-TCP-L6M4,FPDT-TCP-L7M4,FPDT-TCP-L8M4
TTL_1_2,0.016908264,0.016908264,0.016502468,0.015285072,0.014879273
TTL_1_5,0.015535130500000001,0.0148477365,0.01436656,0.0141603415,0.014297819
TTL_1_6,0.05301558,0.052106341,0.0514768715,0.0505676365,0.048819112
TTL_1_7,0.0365741925,0.036433525,0.0361521875,0.030806728999999998,0.0292593565
TTL_1_8,0.055353596500000005,0.05486125,0.054368906499999994,0.052680870500000004,0.051766521
TTL_2_5,0.10136677,0.10136677,0.10136677,0.10136677,0.10136677
TTL_2_6,0.12442925,0.12442925,0.12442925,0.12442925,0.12442925
TTL_2_7,0.12471399,0.12471399,0.12471398,0.12471398,0.12471398
TTL_2_8,0.12471399,0.12471399,0.12471399,0.12471399,0.12471399
TTL_5_6,0.020572513,0.020572513,0.020572512,0.020368824,0.02026698
TTL_5_7,0.030015706,0.030015706,0.029861782,0.030477492,0.030272251
TTL_5_8,0.0340294185,0.0340294185,0.033618193,0.0328985425,0.032590117
TTL_6_7,0.0017460575,0.0017460575,0.0018430607500000001,0.001940064,0.001940064
TTL_6_8,0.004369113,0.004369113,0.00416106,0.004577166,0.004785219
TTL_7_8,0.0,0.0,0.0,0.0,0.0
