fileName,FPDT-TCP-L4M4,FPDT-TCP-L5M4,FPDT-TCP-L6M4,FPDT-TCP-L7M4,FPDT-TCP-L8M4
APFD_1_2,0.9977064,0.9977064,0.99732417,0.9965596,0.9954128
APFD_1_3,0.99696606,0.99696606,0.99696606,0.9963592,0.9951457
APFD_1_4,0.9951457,0.9951457,0.9951457,0.9951457,0.9951457
APFD_2_3,0.99909747,0.99909747,0.99909747,0.99909747,0.99909747
APFD_2_4,0.9986462,0.9986462,0.9986462,0.9986462,0.9986462
APFD_3_4,0.99811745,0.99811745,0.99811745,0.99811745,0.9973644
