fileName,FPDT-TCP-L4M4,FPDT-TCP-L5M4,FPDT-TCP-L6M4,FPDT-TCP-L7M4,FPDT-TCP-L8M4
APFD_1_2,0.997541165,0.9975169500000001,0.997547225,0.99731106,0.996220925
APFD_1_3,0.99923161,0.99921346,0.99929816,0.99929816,0.999322355
APFD_1_4,0.99491277,0.99481587,0.99476745,0.99503389,0.99493705
APFD_2_3,0.99723023,0.99723023,0.99742293,0.9969412,0.996604025
APFD_2_4,0.99875176,0.99875176,0.99875176,0.9992867,0.9996136
APFD_3_4,0.99549615,0.99549615,0.9956165699999999,0.9958332999999999,0.995568395
