fileName,NOP,TMP,TCM,GAP,ARP,FPP,TCM-QS,MTK,MTK-QS,FPDT-TCP
PTL_1_2,0.189300415,0.62139916,0.55144036,0.665706425,0.7431413,0.387499747,0.21399178,0.2798354,0.13168724,0.06584362
PTL_1_3,0.26229507,0.13661203,0.13114753,0.644262315,0.6564663,0.387499747,0.23497267,0.26229507,0.13661203,0.09289618
PTL_1_4,0.26775956,0.28961748,0.26229507,0.752003635,0.69981785,0.387499747,0.24043716,0.32240438,0.16393442,0.09289618
PTL_1_5,0.37288135,0.26553673,0.23728813,0.58841805,0.59698685,0.387499747,0.21468927,0.324858765,0.14971751,0.084745765
PTL_1_6,0.35465115,0.622093,0.55813956,0.4358527,0.506007765,0.387499747,0.27325583,0.30813953,0.12790698,0.06395349
PTL_1_7,0.209302325,0.75,0.68604654,0.56511628,0.5735465,0.387499747,0.633720925,0.63372093,0.25581396,0.13372093
PTL_1_8,0.19186047,0.9244186,0.9011628,0.74379843,0.72664728,0.387499747,0.88372093,0.6744186,0.29069766,0.15116279
PTL_1_9,0.19186047,0.9302326,0.90697676,0.74835272,0.7635659,0.387499747,0.9244186,0.81395346,0.3255814,0.1627907
PTL_2_3,0.2769953,0.04225352,0.04225352,0.59765255,0.5629108,0.065727696,0.032863848,0.13145539,0.032863848,0.02347418
PTL_2_4,0.9859155,0.58215964,0.6056338,0.70109546,0.657042235,0.42723006,0.27934273,0.17370892,0.051643193,0.04694836
PTL_2_5,0.39130434,0.572463765,0.596618365,0.416344615,0.43961352,0.427536235,0.28985506,0.1884058,0.072463766,0.048309178
PTL_2_6,0.37623763,0.16336633,0.14851485,0.13630363,0.11171617,0.10891089,0.11881188,0.02970297,0.014851485,0.00990099
PTL_2_7,0.37623763,0.85148513,0.83168316,0.48234323,0.55503303,0.73019803,0.7178218,0.6980198,0.21782178,0.096534655
PTL_2_8,0.6138614,0.96039605,0.9405941,0.76980197,0.771287115,0.8712871,0.93564355,0.8861386,0.3019802,0.12376238
PTL_2_9,0.6138614,0.9653465,0.95049506,0.78943893,0.75033003,0.9108911,0.95049506,0.8861386,0.28217822,0.1509901
PTL_3_4,0.95467424,0.66855526,0.6402266,0.78744096,0.7893295,0.6515581,0.7733711,0.07648725,0.02549575,0.02549575
PTL_3_5,0.6282421,0.04610951,0.0518732,0.13996157,0.118731985,0.043227665,0.028818443,0.031700287,0.02017291,0.011527377
PTL_3_6,0.6301775,0.03254438,0.03846154,0.102810645,0.12928994,0.026627218,0.01775148,0.03698225,0.020710059,0.00591716
PTL_3_7,0.2662722,0.03846154,0.03846154,0.15897436,0.14260355,0.03846154,0.02366864,0.05029586,0.02366864,0.01775148
PTL_3_8,0.52071005,0.964497,0.9585799,0.68786985,0.692850115,0.9053255,0.87573963,0.7692308,0.28402367,0.14201184
PTL_3_9,0.53869045,0.96428573,0.9583333,0.7501984,0.7146825,0.9255952,0.9047619,0.76488096,0.23809524,0.14880952
PTL_4_5,0.24935733,0.043701798,0.048843186,0.19777206,0.21456726,0.043701798,0.028277636,0.015424165,0.012853471,0.010282776
PTL_4_6,0.24210526,0.031578947,0.036842104,0.06631579,0.06350877,0.028947368,0.018421052,0.013157895,0.010526316,0.005263158
PTL_4_7,0.24210526,0.031578947,0.036842104,0.06710526,0.070701756,0.028947368,0.018421052,0.005263158,0.005263158,0.005263158
PTL_4_8,0.6394737,0.44210526,0.42631578,0.565307025,0.48657894,0.48947367,0.36842105,0.76842105,0.28421053,0.13157895
PTL_4_9,0.64285713,0.44179896,0.4074074,0.571164,0.5031746,0.32539684,0.32804233,0.6507937,0.2037037,0.09259259
PTL_5_6,0.13122173,0.022624435,0.03846154,0.5720965,0.57828057,0.022624435,0.013574661,0.061085973,0.009049774,0.004524887
PTL_5_7,0.04328018,0.03644647,0.03644647,0.244950645,0.22148823,0.07061503,0.013667426,0.5125285,0.14123006,0.03644647
PTL_5_8,0.5307517,0.54897493,0.54214126,0.5340926,0.4969628,0.55580866,0.17767654,0.71526194,0.24373576,0.09339408
PTL_5_9,0.5331808,0.5491991,0.5263158,0.58749044,0.5441648,0.395881,0.34553775,0.6590389,0.21510297,0.045766592
PTL_6_7,0.15482695,0.09471767,0.09471767,0.26132363,0.22762598,0.1420765,0.03460838,0.10746812,0.04007286,0.030965392
PTL_6_8,0.5409836,0.5409836,0.5136612,0.4866424,0.5124469,0.56284153,0.23679417,0.7413479,0.22586522,0.07285974
PTL_6_9,0.5429616,0.54113346,0.5009141,0.5291895,0.48933578,0.40036562,0.34277881,0.7166362,0.21206582,0.053016454
PTL_7_8,0.56626505,0.57314974,0.5697074,0.5598967,0.55220884,0.6247848,0.4526678,0.5645439,0.08089501,0.04130809
PTL_7_9,0.5682211,0.5734024,0.5630397,0.59378237,0.51019,0.5267703,0.441278055,0.46804836,0.08462867,0.044905007
PTL_8_9,0.56301147,0.5450082,0.5286416,0.60949266,0.4785052,0.49918166,0.28150573,0.06546645,0.014729951,0.019639935
