fileName,NOP,TMP,TCM,GAP,ARP,FPP,TCM-QS,MTK,MTK-QS,FPDT-TCP
PTL_1_2,0.29411766,0.8039216,0.8039216,0.74444443,0.71568626,0.411272777,0.79411767,0.09803922,0.15686275,0.078431375
PTL_1_3,0.6122449,0.4489796,0.42857143,0.8,0.69659865,0.411272777,0.59183675,0.3265306,0.40816328,0.1632653
PTL_1_7,0.39473686,0.63157895,0.63157895,0.72061405,0.758333355,0.411272777,0.7105263,0.57894737,0.34210527,0.2631579
PTL_1_8,0.7368421,0.5263158,0.5263158,0.7631579,0.82719296,0.411272777,0.7631579,0.5263158,0.31578946,0.28947368
PTL_2_3,0.50980395,0.4509804,0.43137255,0.65424836,0.6228758,0.21568628,0.5882353,0.3529412,0.3529412,0.49019608
PTL_2_7,0.6,0.55,0.55,0.67,0.58416665,0.65,0.675,0.475,0.275,0.225
PTL_2_8,0.6,0.55,0.55,0.72583336,0.72,0.475,0.775,0.525,0.4125,0.425
PTL_3_7,0.44444445,0.31111112,0.26666668,0.43703705,0.43925926,0.26666668,0.15555556,0.26666668,0.13333334,0.13333334
PTL_3_8,0.7111111,0.31111112,0.46666667,0.70074075,0.74296296,0.46666667,0.82222223,0.5555556,0.33333334,0.35555556
PTL_7_8,0.68085104,0.39361703,0.39361703,0.73758864,0.6670213,0.39361703,0.43617022,0.17021276,0.12765957,0.11702128
