fileName,FPDT-TCP(CoCo),FPDT-TCP(CoCo+1)
PTL_1_2,0.006880734,0.006880734
PTL_1_3,0.009708738,0.009708738
PTL_1_4,0.014563107,0.014563107
PTL_2_3,0.0018050541,0.0018050541
PTL_2_4,0.0036101083,0.0036101083
PTL_3_4,0.006024096,0.006024096
