fileName,FPDT-TCP(CoCo),FPDT-TCP(CoCo+1)
PTF_1_2,0.019607844,0.019607844
PTF_1_3,0.020408163,0.020408163
PTF_1_7,0.02631579,0.02631579
PTF_1_8,0.02631579,0.02631579
PTF_2_3,0.019607844,0.019607844
PTF_2_7,0.025,0.025
PTF_2_8,0.025,0.025
PTF_3_7,0.022222223,0.022222223
PTF_3_8,0.022222223,0.022222223
PTF_7_8,0.010638298,0.010638298
