fileName,FPDT-TCP(CoCo),FPDT-TCP(CoCo+1)
TTL_1_2,0.046328295,0.046328295
TTL_1_3,0.008026366,0.008026366
TTL_1_4,0.066153455,0.066153455
TTL_2_3,0.063646925,0.063646925
TTL_2_4,0.0037334617,0.0037334617
TTL_3_4,0.06729151,0.06729151
