software,FPDT-TCP(CoCo),FPDT-TCP(CoCo+1)
fileName,1.5000000000000009,1.5000000000000009
fileName,1.5000000000000009,1.5000000000000009
fileName,1.5000000000000009,1.5000000000000009
fileName,1.5000000000000009,1.5000000000000009
