fileName,NOP,TMP,TCM,GAP,ARP,FPP,TCM-QS,MTK,MTK-QS,FPDT-TCP,FPDT-TCP-L4M4,FPDT-TCP-L5M4,FPDT-TCP-L6M4,FPDT-TCP-L8M4
PTL_1_2,0.99660856,0.23909884,0.241884695,0.508616,0.519416175,0.284880323,0.08866279,0.24527616,0.018531977,0.00750969,0.009205426,0.009205426,0.009084302,0.011870155
PTL_1_3,0.99661183,0.3320426,0.40125847,0.516360125,0.5420377,0.284880323,0.159365925,0.021055179,0.004114231,0.001694095,0.001694095,0.001694095,0.001694095,0.001936109
PTL_1_4,0.99660856,0.292030035,0.30959303,0.59827197,0.53305876,0.284880323,0.110101745,0.418725775,0.03367248,0.018531976,0.017805232,0.017684108,0.018289728,0.015746124
PTL_2_3,0.9966281,0.1466763,0.15534683,0.637544155,0.6380178,0.21700385,0.06864162,0.259874765,0.016016378,0.009995183,0.008911368,0.008911368,0.008911368,0.009874759
PTL_2_4,0.9964337,0.2639087,0.2425107,0.53022665,0.49828815,0.39871612,0.263789815,0.40204468,0.003090823,0.001664289,0.0021398,0.0021398,0.0021398,0.000951022
PTL_3_4,0.9966281,0.27288055,0.238921,0.5809008,0.49258992,0.238921,0.12042389,0.33586223,0.030828516,0.016618498,0.017461465,0.017461465,0.01794316,0.013246628
median,0.996610195,0.268394625,0.242197698,0.555563725,0.526237468,0.284880323,0.115262818,0.297868498,0.017274178,0.008752437,0.009058397,0.009058397,0.008997835,0.010872457
